episode_length,episode_return,episodes,steps,steps_per_second,success
11,-2.120371159783914,1,11,17.122899317939403,False
13,-2.06,2,24,51.76221220380238,False
49,-5.66695583780315,3,73,61.34164749002367,False
12,-1.9716666666666667,4,85,68.38966565845148,False
26,-4.267529892576183,5,111,74.01453387946803,False
1,1.0,6,112,60.2128111631112,True
14,-2.1483333333333334,7,126,72.63735537844367,False
9,-1.7066666666666666,8,135,70.17041479074575,False
115,-7.329426470911969,9,250,72.18939006175113,False
9,-2.1186541063074715,10,259,64.09443166286049,False
13,-0.5379034405589924,11,272,69.25223121014335,False
23,-5.297991049367256,12,295,63.336310987359525,False
11,-0.40611624417431447,13,306,69.83153194741901,False
55,-6.097860386551294,14,361,69.2340627188074,False
33,-8.3742696077,15,394,70.25467236708732,False
8,-1.6183333333333332,16,402,68.21060163765135,False
9,-0.8577408412730378,17,411,63.77768466581064,False
31,-4.033241857020137,18,442,73.39872772114863,False
13,-2.06,19,455,72.95320105430754,False
20,-5.437942714941373,20,475,68.87164759451103,False
44,-7.880338361545369,21,519,73.15059798982824,False
20,-4.689463576123053,22,539,65.10680374220568,False
4,-2.458276378912501,23,543,51.34934058097433,False
24,-5.341890201141918,24,567,65.49025062570223,False
44,-3.963758616904857,25,611,73.34914230298405,False
50,-6.323178739901688,26,661,71.30943467311907,False
31,-4.060080444801583,27,692,68.91743535516562,False
16,-4.235495443730983,28,708,63.04172698364983,False
22,-1.2797074769817014,29,730,73.43162022812224,False
9,-1.7066666666666666,30,739,70.66087633651802,False
16,-2.8756154514221848,31,755,70.09190540200389,False
1,1.0,32,756,45.26846115656097,True
27,-4.402365941176496,33,783,74.51143731289272,False
25,-2.0469420327303847,34,808,70.8907793228917,False
18,-2.501666666666667,35,826,74.9807049812691,False
28,2.728150397977438,36,854,62.51773981043537,False
31,-5.470425266657152,37,885,72.85482537042806,False
7,-1.5299999999999998,38,892,67.67064637170752,False
31,-4.864724431435269,39,923,75.23663387133266,False
12,-3.0019221043355975,40,935,60.18329176162792,False
10,-2.111589220214353,41,945,69.83523143523144,False
24,-2.6280353644297296,42,969,76.32709022543278,False
87,-12.18710693846013,43,1056,75.26479995462303,False
12,-2.395726137925206,44,1068,68.90744006221044,False
17,-2.4133333333333336,45,1085,74.23438700529091,False
51,-11.652943230581224,46,1136,67.87362676240686,False
34,-5.382162204518266,47,1170,72.36288628824825,False
22,-5.482001632587591,48,1192,66.74721545083005,False
12,-1.602584610160617,49,1204,62.519204182550595,False
26,-6.281697090757979,50,1230,66.95793052338023,False
59,-8.165348227913956,51,1289,72.73616790012854,False
7,-0.48966625170544664,52,1296,68.30669011790762,False
30,-6.602392001544078,53,1326,66.83840906157324,False
20,-1.4317291435544583,54,1346,71.30714337324306,False
37,-3.339493099954298,55,1383,66.58945187763513,False
12,-3.1845227950173256,56,1395,71.13440754596449,False
18,-2.9504361872164044,57,1413,72.5531909577438,False
88,-10.554529319266939,58,1501,69.8826327533112,False
13,-2.4663473165842458,59,1514,62.28341342556791,False
16,-6.695961884594274,60,1530,56.724435112774586,False
37,-1.3109854248254056,61,1567,48.28552662406335,False
12,-4.330325043486891,62,1579,30.641171546588822,False
19,-2.5900000000000003,63,1598,64.03116236989565,False
23,-4.483784430107766,64,1621,68.74159034372579,False
29,-1.5338042149383297,65,1650,62.1817692908962,False
8,0.015727419938756926,66,1658,64.06427346772007,False
4,-1.265,67,1662,67.82591962224639,False
65,-14.94289036325735,68,1727,67.07209610879156,False
23,-8.111836285884642,69,1750,56.67741944959993,False
14,-2.503849797206893,70,1764,52.90341924695843,False
21,-6.490274234950685,71,1785,53.93219195319039,False
21,-5.192115432204791,72,1806,66.08007898365561,False
4,-1.265,73,1810,61.443300177255615,False
1,1.0,74,1811,45.43321995710479,True
12,-1.9716666666666667,75,1823,55.99859368359216,False
12,-1.9716666666666667,76,1835,54.77648595262582,False
19,-5.602966992441479,77,1854,59.699580486635504,False
8,-0.8607413700603144,78,1862,61.524303015301115,False
7,-1.5299999999999998,79,1869,62.579802755119225,False
40,-9.150952456218057,80,1909,56.70532033513741,False
55,-0.9361186793469296,81,1964,66.39276849894779,False
78,-13.795419238545543,82,2042,68.6559681487199,False
13,-1.0993520191441686,83,2055,2.052819159521801,False
43,-1.781493768333628,84,2098,18.61963301719906,False
5,-1.3533333333333333,85,2103,25.965874127259468,False
19,-4.350840028627163,86,2122,55.87911476104129,False
30,-3.5616666666666674,87,2152,39.06459161025913,False
25,-6.105730374227741,88,2177,50.63326835425556,False
18,-3.269020571630301,89,2195,71.13423998763824,False
39,-10.48282812301508,90,2234,47.74341155342659,False
38,-6.879183164609004,91,2272,52.88923208126005,False
2,1.1820227065302182,92,2274,44.096492196411766,True
43,-1.5233350899712697,93,2317,50.70306801863549,False
1,1.0,94,2318,40.10310934332811,True
48,-10.194277094099904,95,2366,50.46636796929403,False
18,-3.3385562717134123,96,2384,37.06783690391204,False
6,-1.4416666666666667,97,2390,54.954293238648646,False
55,-6.868181200810113,98,2445,49.948039789249144,False
1,1.0,99,2446,45.66322275810262,True
9,1.4404546237134523,100,2455,29.38195879538497,False
47,-9.928834795522778,101,2502,40.42378514227313,False
66,-3.3768388462944565,102,2568,53.74918747341171,False
5,-0.8160062454848411,103,2573,30.905508503925173,False
13,-2.06,104,2586,71.37269049074494,False
119,-24.8204605375532,105,2705,55.177149472358096,False
16,-0.6401011725721463,106,2721,63.94578570986169,False
10,-1.795,107,2731,34.46884920683837,False
1,1.0,108,2732,33.356162967322234,True
21,-3.0178371868806444,109,2753,65.80155628070428,False
18,-1.996469004528956,110,2771,19.41708524102939,False
26,1.8526739917627468,111,2797,41.07359106483262,False
18,-2.501666666666667,112,2815,45.737305201020675,False
6,-1.4416666666666667,113,2821,67.72634768731447,False
18,-4.292483206117142,114,2839,67.35138886782539,False
5,-1.3533333333333333,115,2844,66.37796297409959,False
23,-4.84353780109732,116,2867,50.32205617850928,False
1,1.0,117,2868,38.01013167553264,True
11,-1.6457693039914099,118,2879,69.21480628039761,False
36,-2.3148502442796435,119,2915,60.18489898363833,False
10,-1.795,120,2925,72.35413349525868,False
31,-3.650000000000001,121,2956,56.94010979578824,False
8,-1.6183333333333332,122,2964,71.99193281926512,False
6,-1.8577549652283742,123,2970,31.007668802365696,False
9,-0.4804706559948324,124,2979,64.79513067598603,False
8,-0.4767174519337125,125,2987,67.19527712638452,False
149,-2.0990919976496922,126,3136,55.18226542177547,False
22,-9.215791254946128,127,3158,62.73724174129664,False
12,-0.6394570465130919,128,3170,38.489298979336674,False
16,-2.325,129,3186,66.30969950160663,False
11,-2.530174462117291,130,3197,71.62215353854609,False
20,-1.5709503633584139,131,3217,52.328068468198715,False
49,-9.18142832078722,132,3266,58.60361805617733,False
24,-1.245734698308656,133,3290,55.09662447072629,False
91,5.679421537017268,134,3381,57.22223939654848,False
26,-1.7005845853374983,135,3407,71.47176439437831,False
9,-2.8827771575876997,136,3416,35.14668623153457,False
72,-13.333557543967736,137,3488,56.401565700125616,False
11,-3.4994215052660067,138,3499,52.37339133257883,False
12,-1.9716666666666667,139,3511,73.40506074350635,False
16,0.16217399724860915,140,3527,66.61590629342862,False
46,-12.19455050589717,141,3573,50.80239179759509,False
11,-1.8833333333333333,142,3584,72.00499413189502,False
39,0.6702464259925356,143,3623,31.924052624049832,False
46,-4.673415877537557,144,3669,47.37895059954865,False
104,-8.69409441987384,145,3773,52.46425751442351,False
17,-1.078865987636415,146,3790,72.47840534263075,False
1,1.0,147,3791,57.47984103056051,True
8,-1.675543590481859,148,3799,68.45189008343704,False
9,-1.7066666666666666,149,3808,45.49734298672638,False
18,-6.050387076476712,150,3826,52.11257798166404,False
44,-2.8839408746719517,151,3870,63.17395368962126,False
29,-1.4782673659733256,152,3899,48.56829078967964,False
9,-1.7066666666666666,153,3908,61.83228883771061,False
30,-5.294717966718218,154,3938,56.52858255710626,False
13,-2.06,155,3951,72.50695070544275,False
18,-3.722516225239965,156,3969,31.71143392985028,False
9,-1.7066666666666666,157,3978,58.449052396878486,False
26,-6.752013628354305,158,4004,69.68894160290074,False
6,-0.26594919334193334,159,4010,33.228438862466625,False
60,-10.563351679226246,160,4070,62.21790610533852,False
67,0.7350703320555039,161,4137,56.076335457443236,False
73,-8.0170856224833,162,4210,60.51395084598404,False
32,-5.769177287101439,163,4242,70.23337109666278,False
30,-3.79217880265917,164,4272,56.21444466236027,False
22,-4.5733766927198864,165,4294,49.688239503778256,False
22,-1.1933685379753012,166,4316,72.08120929673031,False
21,-5.334930814744603,167,4337,52.10993681520222,False
17,-0.09562002832758765,168,4354,68.28176804574387,False
28,-5.291255200542317,169,4382,50.4646656494139,False
48,-6.80016415859016,170,4430,60.47703317776998,False
19,-4.105862893351807,171,4449,53.0154578959273,False
9,-1.9600103911292832,172,4458,51.38944840598887,False
43,-5.2735145235367735,173,4501,56.39758318057789,False
6,-1.843354494117122,174,4507,68.12400246878823,False
13,-3.308972914171069,175,4520,67.32180805748645,False
9,-1.7066666666666666,176,4529,42.43195036138619,False
59,-10.743084310890264,177,4588,60.07706911302156,False
34,-8.57630261686357,178,4622,54.99763435834188,False
15,-3.9326789993572744,179,4637,60.28839740886964,False
43,-9.091277561769358,180,4680,57.33542937417921,False
24,-5.523980003897577,181,4704,53.654698070285036,False
19,-1.6656372882259844,182,4723,72.73616227405653,False
8,-1.6183333333333332,183,4731,36.430590705617824,False
10,-0.9130826099559994,184,4741,66.67340664651032,False
12,-0.47852172533655724,185,4753,66.13456952180478,False
16,1.0299530232756111,186,4769,47.3553411321724,False
24,-3.670332799043574,187,4793,58.27975334101803,False
30,-4.611814846797218,188,4823,55.0307694258925,False
25,-4.499403795762368,189,4848,51.60576544972506,False
9,-1.7066666666666666,190,4857,41.51602462230151,False
40,-14.93180838765222,191,4897,51.355344903161665,False
1,1.0,192,4898,34.670546224044436,True
19,-2.5900000000000003,193,4917,64.30790931729747,False
58,-5.704519865815705,194,4975,42.42932394481162,False
1,1.0,195,4976,43.5780899343363,True
33,0.9806915637412086,196,5009,51.76114011203219,False
1,1.0,197,5010,23.808951834927484,True
74,-9.970621927733584,198,5084,62.42190356153297,False
35,-9.714486945223182,199,5119,54.140450337417455,False
5,-2.0105690107886574,200,5124,60.38340829124749,False
29,-4.056872031930962,201,5153,58.00567014807718,False
9,-1.7066666666666666,202,5162,71.90646322647008,False
43,-7.709470451219383,203,5205,61.66636817359509,False
29,-1.169082580862399,204,5234,55.12875451475428,False
25,-4.153769992053072,205,5259,54.831889819159386,False
13,-2.06,206,5272,74.54776784432538,False
6,-0.2595217249007018,207,5278,65.02091245911296,False
25,-2.741204594637262,208,5303,54.40735050478164,False
14,-4.177435687095263,209,5317,61.42896626756843,False
14,-2.1483333333333334,210,5331,47.68766663607696,False
15,-2.236666666666667,211,5346,73.92042410399571,False
5,-1.169735101110025,212,5351,69.47984998475994,False
62,-8.013021460134572,213,5413,57.73052206740156,False
28,-3.954305134022179,214,5441,62.0152830253441,False
18,-1.9725812395737454,215,5459,27.69375622442598,False
13,0.265964349605333,216,5472,56.103238445661326,False
27,-4.017118730126879,217,5499,47.70478908932826,False
41,-3.1057454948222407,218,5540,55.04751783311203,False
85,-14.372328288657473,219,5625,59.21648035204751,False
